Timestep,Primary Energy Factor kWh/kWh delivered,Emissions Factor kgCO2e/kWh,Emissions Factor kgCO2e/kWh including out-of-scope emissions
696,1.783680368,0.099436261,0.099436261
697,1.833326031,0.104194684,0.104194684
698,1.89537547,0.113704943,0.113704943
699,1.978996428,0.127053163,0.127053163
700,1.973423659,0.126720681,0.126720681
701,2.023537953,0.131376897,0.131376897
702,2.039537275,0.135544806,0.135544806
703,2.07286577,0.140897684,0.140897684
704,2.064145558,0.137949174,0.137949174
705,2.220464727,0.15213353,0.15213353
706,2.391968198,0.171791308,0.171791308
707,2.330263985,0.163611706,0.163611706
708,2.242664499,0.153221864,0.153221864
709,2.119171386,0.138312069,0.138312069
710,2.044673749,0.12835431,0.12835431
711,1.978385179,0.119825815,0.119825815
712,1.909848319,0.108816095,0.108816095
713,1.881763392,0.100333205,0.100333205
714,1.832328514,0.091866933,0.091866933
715,1.745190753,0.079302126,0.079302126
716,1.717384399,0.076237307,0.076237307
717,1.677677841,0.068305894,0.068305894
718,1.697824611,0.068364342,0.068364342
719,1.70529084,0.067200346,0.067200346
720,1.728760158,0.067920185,0.067920185
721,1.72255651,0.067130878,0.067130878
722,1.778763267,0.073836044,0.073836044
723,1.784507658,0.074442993,0.074442993
724,1.902817402,0.087956936,0.087956936
725,1.893674083,0.086312644,0.086312644
726,1.839092806,0.077863921,0.077863921
727,1.881865874,0.084571436,0.084571436
728,1.992004147,0.100418636,0.100418636
729,2.019323281,0.105690942,0.105690942
730,2.072199759,0.113095902,0.113095902
731,2.147633309,0.105310773,0.105310773
732,2.294085986,0.118710851,0.118710851
733,2.257237872,0.117955111,0.117955111
734,2.255407846,0.136383389,0.136383389
735,2.341036925,0.135914577,0.135914577
736,2.414716337,0.134180529,0.134180529
737,2.358110708,0.133387848,0.133387848
738,2.313248719,0.132843574,0.132843574
739,2.242875858,0.12381468,0.12381468
740,2.201511095,0.115964436,0.115964436
741,2.134868343,0.117516415,0.117516415
742,2.056118549,0.111002033,0.111002033
743,2.080469223,0.10921978,0.10921978
744,2.022631615,0.111022496,0.111022496
745,1.953317177,0.109298642,0.109298642
746,1.875952697,0.107443826,0.107443826
747,1.98497981,0.110559827,0.110559827
748,1.949905022,0.111127908,0.111127908
749,1.903837903,0.117352745,0.117352745
750,1.956770961,0.128848093,0.128848093
751,2.002708504,0.138017925,0.138017925
752,2.067843829,0.146882241,0.146882241
753,2.145211535,0.155491773,0.155491773
754,2.166054437,0.156416424,0.156416424
755,2.097728832,0.147141002,0.147141002
756,2.052950638,0.143124718,0.143124718
757,1.967390515,0.13017176,0.13017176
758,1.908857701,0.120563485,0.120563485
759,1.904094976,0.106850965,0.106850965
760,1.958141685,0.09663994,0.09663994
761,1.881907245,0.100458059,0.100458059
762,1.893996175,0.104749285,0.104749285
763,1.904340128,0.111597839,0.111597839
764,1.907425061,0.104147316,0.104147316
765,1.886836849,0.098344554,0.098344554
766,1.86149775,0.091208697,0.091208697
767,1.845277186,0.087720693,0.087720693
768,1.760737108,0.075429729,0.075429729
769,1.706303197,0.069244859,0.069244859
770,1.667804652,0.065014427,0.065014427
771,1.707638745,0.071263277,0.071263277
772,1.711007649,0.07179083,0.07179083
773,1.744790295,0.075122678,0.075122678
774,1.692775169,0.069629449,0.069629449
775,1.692098519,0.068794157,0.068794157
776,1.727100222,0.073883508,0.073883508
777,1.715833854,0.072734263,0.072734263
778,1.646698429,0.064551345,0.064551345
779,1.657859533,0.06657506,0.06657506
780,1.753366587,0.084724505,0.084724505
781,1.837347034,0.096451579,0.096451579
782,1.85000269,0.102893155,0.102893155
783,1.849502948,0.103428958,0.103428958
784,1.848347278,0.103572886,0.103572886
785,1.835498984,0.101483322,0.101483322
786,1.820358415,0.10251441,0.10251441
787,1.819681172,0.101187993,0.101187993
788,1.786953898,0.097058646,0.097058646
789,1.82120168,0.099776781,0.099776781
790,1.791191086,0.093777849,0.093777849
791,1.824135825,0.09708015,0.09708015
792,1.840023069,0.0997093,0.0997093
793,1.859750519,0.103363291,0.103363291
794,1.910625548,0.109957196,0.109957196
795,1.897651152,0.106931868,0.106931868
796,1.8173119,0.099379136,0.099379136
797,1.826829672,0.102919674,0.102919674
798,1.869878329,0.10790957,0.10790957
799,1.878922479,0.109670975,0.109670975
800,1.936191339,0.117816112,0.117816112
801,2.043624943,0.128974334,0.128974334
802,2.079871837,0.131442627,0.131442627
803,2.013758805,0.125526104,0.125526104
804,1.932566182,0.116171065,0.116171065
805,1.971102651,0.120705057,0.120705057
806,1.967844217,0.120673479,0.120673479
807,1.941950228,0.11657128,0.11657128
808,1.893736017,0.108951296,0.108951296
809,1.965958563,0.114083001,0.114083001
810,1.935081176,0.111223068,0.111223068
811,1.944774238,0.106019084,0.106019084
812,1.880721812,0.091197308,0.091197308
813,1.920050479,0.090824931,0.090824931
814,1.920379064,0.088980846,0.088980846
815,1.909435213,0.08784457,0.08784457
816,1.871294378,0.082284904,0.082284904
817,1.908843953,0.088255487,0.088255487
818,1.886221036,0.085733562,0.085733562
819,1.952001391,0.093276216,0.093276216
820,2.14441417,0.112766617,0.112766617
821,2.094469756,0.10738884,0.10738884
822,2.067095516,0.102390159,0.102390159
823,1.978162238,0.088829668,0.088829668
824,1.919811266,0.085597349,0.085597349
825,1.996003427,0.094065055,0.094065055
826,1.965277652,0.096088103,0.096088103
827,1.958372009,0.100358192,0.100358192
828,2.054190497,0.117272685,0.117272685
829,2.158785453,0.134165472,0.134165472
830,2.153625983,0.140134875,0.140134875
831,2.171427141,0.144456684,0.144456684
832,2.153556169,0.14350636,0.14350636
833,2.160605443,0.141654515,0.141654515
834,2.168326222,0.144450037,0.144450037
835,2.199465535,0.150468134,0.150468134
836,2.138073297,0.143996696,0.143996696
837,2.05457318,0.135722487,0.135722487
838,2.068645908,0.136554579,0.136554579
839,2.037906004,0.133945729,0.133945729
840,2.136251563,0.143060159,0.143060159
841,2.058316828,0.134007745,0.134007745
842,2.101135658,0.139207355,0.139207355
843,2.074550285,0.135548278,0.135548278
844,2.082657134,0.134648063,0.134648063
845,2.143957055,0.142018895,0.142018895
846,2.11209132,0.139522509,0.139522509
847,2.072919056,0.133479989,0.133479989
848,2.129040333,0.139098844,0.139098844
849,2.214218271,0.146845067,0.146845067
850,2.243344637,0.146860933,0.146860933
851,2.210239075,0.142054233,0.142054233
852,2.166922748,0.137767901,0.137767901
853,2.138452118,0.133717345,0.133717345
854,2.017402282,0.119087572,0.119087572
855,1.996229216,0.116150156,0.116150156
856,1.890950654,0.101629732,0.101629732
857,1.92245412,0.096771446,0.096771446
858,1.787451822,0.082042258,0.082042258
859,1.776958197,0.075451136,0.075451136
860,1.760333858,0.071166196,0.071166196
861,1.773267418,0.069906743,0.069906743
862,1.767810118,0.06719499,0.06719499
863,1.826794616,0.074195187,0.074195187
864,1.921067798,0.087089658,0.087089658
865,1.949180898,0.093795006,0.093795006
866,1.863924943,0.08415777,0.08415777
867,1.845362975,0.0823179,0.0823179
868,1.759557504,0.072346959,0.072346959
869,1.734085313,0.068429507,0.068429507
870,1.684730135,0.063689543,0.063689543
871,1.726886684,0.071485134,0.071485134
872,1.779487876,0.074645113,0.074645113
873,1.774087246,0.075668195,0.075668195
874,1.769984644,0.077429275,0.077429275
875,1.77033222,0.083568808,0.083568808
876,1.795899434,0.09023917,0.09023917
877,1.85417382,0.102432755,0.102432755
878,1.99194594,0.102922952,0.102922952
879,1.937235366,0.098766809,0.098766809
880,1.927197768,0.098492025,0.098492025
881,2.092396735,0.104584677,0.104584677
882,2.160290311,0.103947051,0.103947051
883,2.028442455,0.103602031,0.103602031
884,2.107772654,0.103084105,0.103084105
885,2.061392325,0.096924943,0.096924943
886,1.981763364,0.092990228,0.092990228
887,2.045576007,0.089257826,0.089257826
888,1.957668221,0.089502347,0.089502347
889,1.891218478,0.088977441,0.088977441
890,1.852520108,0.090435049,0.090435049
891,1.953169168,0.096412826,0.096412826
892,1.936775897,0.098899583,0.098899583
893,1.822362267,0.096228913,0.096228913
894,1.846858296,0.099067936,0.099067936
895,1.828455768,0.099789856,0.099789856
896,1.907202193,0.11286666,0.11286666
897,1.968207447,0.122067745,0.122067745
898,1.991733095,0.124587126,0.124587126
899,1.930211085,0.117196742,0.117196742
900,1.885494096,0.111665024,0.111665024
901,1.951181434,0.119398742,0.119398742
902,1.950926703,0.115011979,0.115011979
903,1.962502329,0.111200609,0.111200609
904,1.928014445,0.105793374,0.105793374
905,1.862090958,0.096006505,0.096006505
906,1.754028466,0.085057956,0.085057956
907,1.821421076,0.082217603,0.082217603
908,1.72319631,0.066445987,0.066445987
909,1.679678206,0.057104067,0.057104067
910,1.688302985,0.054170854,0.054170854
911,1.65103039,0.047256789,0.047256789
912,1.725134294,0.056264809,0.056264809
913,1.7028626,0.054334173,0.054334173
914,1.693159845,0.051414384,0.051414384
915,1.650643029,0.04586908,0.04586908
916,1.653441588,0.037684637,0.037684637
917,1.624208337,0.03710795,0.03710795
918,1.612940704,0.034985004,0.034985004
919,1.689668143,0.041924064,0.041924064
920,1.637617074,0.03991729,0.03991729
921,1.607382353,0.036621697,0.036621697
922,1.657920424,0.042772566,0.042772566
923,1.694253207,0.047492752,0.047492752
924,1.724195211,0.050695606,0.050695606
925,1.699512077,0.049458318,0.049458318
926,1.670235952,0.046586796,0.046586796
927,1.667508606,0.047328884,0.047328884
928,1.771293709,0.061698295,0.061698295
929,1.785963225,0.063410169,0.063410169
930,1.774315916,0.063871311,0.063871311
931,1.668419603,0.053280707,0.053280707
932,1.68779337,0.056340528,0.056340528
933,1.740315006,0.061328857,0.061328857
934,1.766057345,0.062846832,0.062846832
935,1.76746991,0.062126341,0.062126341
936,1.671317841,0.051796025,0.051796025
937,1.829599713,0.051584651,0.051584651
938,1.678334862,0.048351534,0.048351534
939,1.619813435,0.045902421,0.045902421
940,1.672302086,0.051309584,0.051309584
941,1.710902686,0.055228571,0.055228571
942,1.750764884,0.06017255,0.06017255
943,1.708380114,0.056434233,0.056434233
944,1.823945762,0.070971495,0.070971495
945,1.899900405,0.080658593,0.080658593
946,1.92660363,0.084189273,0.084189273
947,1.901893491,0.081399242,0.081399242
948,1.86834313,0.077405236,0.077405236
949,1.767270523,0.064827154,0.064827154
950,1.806720965,0.060700321,0.060700321
951,1.864194147,0.057148617,0.057148617
952,1.796512663,0.061422292,0.061422292
953,1.70518059,0.055119071,0.055119071
954,1.669987711,0.051154939,0.051154939
955,1.599243766,0.041499415,0.041499415
956,1.679794189,0.057820636,0.057820636
957,1.672329634,0.05705773,0.05705773
958,1.666290914,0.05533567,0.05533567
959,1.605037663,0.050332157,0.050332157
960,1.653853009,0.057950062,0.057950062
961,1.723660386,0.068381287,0.068381287
962,1.790327566,0.078567664,0.078567664
963,1.770704071,0.079538091,0.079538091
964,1.897118036,0.101699861,0.101699861
965,1.98375129,0.109425353,0.109425353
966,1.938774479,0.103110276,0.103110276
967,1.864336063,0.09091064,0.09091064
968,1.82458236,0.081402242,0.081402242
969,1.812945951,0.074717206,0.074717206
970,1.707430611,0.061903076,0.061903076
971,1.763293897,0.070427813,0.070427813
972,1.779434578,0.070624351,0.070624351
973,1.792778739,0.071670524,0.071670524
974,1.877112572,0.082604879,0.082604879
975,1.779496674,0.071421588,0.071421588
976,1.829111789,0.078715242,0.078715242
977,1.77949201,0.07719371,0.07719371
978,1.786572272,0.080860438,0.080860438
979,1.799686367,0.082855579,0.082855579
980,1.811332223,0.085111984,0.085111984
981,1.776717073,0.08411761,0.08411761
982,1.817772935,0.091810699,0.091810699
983,1.864855871,0.09937535,0.09937535
984,1.847536479,0.098869198,0.098869198
985,1.796384664,0.090548632,0.090548632
986,1.774616784,0.087488505,0.087488505
987,1.806220356,0.090893994,0.090893994
988,1.808274839,0.091554013,0.091554013
989,1.729341982,0.084389048,0.084389048
990,1.750757178,0.093344393,0.093344393
991,1.755957456,0.099127279,0.099127279
992,1.893231531,0.11536285,0.11536285
993,1.900660271,0.113820589,0.113820589
994,1.944760551,0.119038818,0.119038818
995,1.930737477,0.116539635,0.116539635
996,1.899599162,0.114150741,0.114150741
997,1.854569635,0.107809783,0.107809783
998,1.799126955,0.102670426,0.102670426
999,1.758695376,0.096523719,0.096523719
1000,1.720036238,0.086092621,0.086092621
1001,1.703278594,0.081577844,0.081577844
1002,1.687722056,0.078604207,0.078604207
1003,1.717608276,0.081102229,0.081102229
1004,1.727152361,0.079506333,0.079506333
1005,1.674625462,0.069676404,0.069676404
1006,1.686074859,0.067529558,0.067529558
1007,1.723960053,0.071763037,0.071763037
1008,1.791874865,0.077497581,0.077497581
1009,1.916253465,0.091850134,0.091850134
1010,1.950191784,0.095558904,0.095558904
1011,1.918253344,0.091019133,0.091019133
1012,1.979773422,0.092263552,0.092263552
1013,1.842275247,0.079447277,0.079447277
1014,1.886083388,0.078479635,0.078479635
1015,1.883102839,0.079886062,0.079886062
1016,1.801297551,0.079219912,0.079219912
1017,1.772648171,0.076972089,0.076972089
1018,1.728144691,0.070336434,0.070336434
1019,1.767132352,0.075101519,0.075101519
1020,1.753244484,0.075829227,0.075829227
1021,1.82521433,0.070625849,0.070625849
1022,1.822597056,0.080090037,0.080090037
1023,1.794505067,0.086160903,0.086160903
1024,1.753636081,0.082296847,0.082296847
1025,1.89452502,0.082162406,0.082162406
1026,1.918983104,0.084054283,0.084054283
1027,1.910703033,0.081636334,0.081636334
1028,1.874896903,0.082150939,0.082150939
1029,1.91727573,0.079541422,0.079541422
1030,1.954020862,0.078208193,0.078208193
1031,1.933800222,0.076917789,0.076917789
1032,1.971986231,0.083243763,0.083243763
1033,1.957511183,0.082165013,0.082165013
1034,2.028051043,0.086260158,0.086260158
1035,1.977389817,0.083207716,0.083207716
1036,1.970744195,0.087178967,0.087178967
1037,2.124553094,0.0935217,0.0935217
1038,2.071186019,0.09678886,0.09678886
1039,2.137466668,0.102267286,0.102267286
1040,2.207851496,0.108290678,0.108290678
1041,2.244199159,0.114929812,0.114929812
1042,2.28314733,0.121192015,0.121192015
1043,2.251772156,0.120238182,0.120238182
1044,2.23701895,0.114347978,0.114347978
1045,2.235711393,0.110393771,0.110393771
1046,2.183207947,0.098000048,0.098000048
1047,2.215295632,0.094671064,0.094671064
1048,2.173066539,0.087975737,0.087975737
1049,2.115063126,0.086663288,0.086663288
1050,2.089511235,0.089607668,0.089607668
1051,2.07884932,0.094305292,0.094305292
1052,2.199545688,0.094049065,0.094049065
1053,2.112397755,0.085920085,0.085920085
1054,2.167902317,0.083850757,0.083850757
1055,2.225200803,0.079836885,0.079836885
1056,2.269993155,0.080438876,0.080438876
1057,2.389550597,0.083027067,0.083027067
1058,2.393526027,0.085669532,0.085669532
1059,2.390138774,0.089386676,0.089386676
1060,2.433195957,0.080896995,0.080896995
1061,2.428711933,0.079713572,0.079713572
1062,2.392691969,0.075616902,0.075616902
1063,2.441382911,0.078273092,0.078273092
1064,2.440549743,0.083689982,0.083689982
1065,2.401957206,0.081349884,0.081349884
1066,2.480597509,0.084498835,0.084498835
1067,2.496386096,0.096997701,0.096997701
1068,2.511761061,0.111466213,0.111466213
1069,2.543851522,0.126059921,0.126059921
1070,2.545055644,0.137091011,0.137091011
1071,2.567614089,0.147019548,0.147019548
1072,2.572358578,0.154385229,0.154385229
1073,2.58311833,0.164112179,0.164112179
1074,2.528629048,0.156607158,0.156607158
1075,2.501242692,0.155090712,0.155090712
1076,2.494403679,0.150588546,0.150588546
1077,2.45511018,0.146734364,0.146734364
1078,2.408726815,0.135546585,0.135546585
1079,2.375691146,0.129764404,0.129764404
1080,2.383445913,0.132069853,0.132069853
1081,2.393884467,0.124299568,0.124299568
1082,2.395039767,0.125405067,0.125405067
1083,2.394706312,0.13292509,0.13292509
1084,2.430777714,0.136290953,0.136290953
1085,2.447833465,0.144131117,0.144131117
1086,2.461863262,0.148291828,0.148291828
1087,2.566931107,0.15924535,0.15924535
1088,2.615941971,0.168483611,0.168483611
1089,2.617176947,0.169056985,0.169056985
1090,2.62275744,0.175688063,0.175688063
1091,2.629449309,0.169978831,0.169978831
1092,2.604544545,0.164961567,0.164961567
1093,2.619719726,0.164230998,0.164230998
1094,2.643243171,0.15181529,0.15181529
1095,2.639832629,0.137810751,0.137810751
1096,2.681389088,0.13283259,0.13283259
1097,2.652423654,0.121172461,0.121172461
1098,2.574532923,0.119878783,0.119878783
1099,2.595444538,0.118725477,0.118725477
1100,2.307374077,0.109399635,0.109399635
1101,2.216347616,0.106056476,0.106056476
1102,2.07256833,0.096648024,0.096648024
1103,2.057339444,0.085577226,0.085577226
1104,1.894926595,0.077715716,0.077715716
1105,1.849818655,0.079628844,0.079628844
1106,1.806826235,0.077642454,0.077642454
1107,1.845967341,0.078029963,0.078029963
1108,1.738547174,0.066032111,0.066032111
1109,1.765709333,0.066141795,0.066141795
1110,1.780836793,0.064561106,0.064561106
1111,1.782977315,0.065103263,0.065103263
1112,1.839172444,0.074138448,0.074138448
1113,1.839150799,0.074588675,0.074588675
1114,1.876100566,0.078040584,0.078040584
1115,1.85272693,0.078115162,0.078115162
1116,1.89166277,0.090518498,0.090518498
1117,1.927243736,0.100553028,0.100553028
1118,1.873209959,0.09870734,0.09870734
1119,1.853512351,0.099449383,0.099449383
1120,1.782190011,0.093932863,0.093932863
1121,1.767692041,0.093364841,0.093364841
1122,1.755415796,0.093216721,0.093216721
1123,1.741045146,0.090990354,0.090990354
1124,1.734371111,0.090004669,0.090004669
1125,1.74344856,0.090345788,0.090345788
1126,1.767460785,0.090769062,0.090769062
1127,1.742363687,0.087819688,0.087819688
1128,1.706844178,0.084007467,0.084007467
1129,1.669549289,0.079087274,0.079087274
1130,1.690341612,0.080564696,0.080564696
