timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff
683,25.16,14.6,16.04,21.77497395
684,25.16,14.6,16.04,22.796098
685,25.16,14.6,16.04,30.02235425
686,25.16,29.8,35.01,28.847041
687,25.16,29.8,35.01,26.59300625
688,25.16,29.8,35.01,22.20776216
689,25.16,29.8,35.01,18.01826575
690,25.16,29.8,35.01,29.35450242
691,25.16,29.8,35.01,27.77965768
692,25.16,29.8,35.01,22.6274657
693,25.16,29.8,35.01,28.3171005
694,25.16,29.8,35.01,16.83205453
695,25.16,29.8,35.01,23.08678212
696,25.16,29.8,35.01,21.35070911
697,25.16,29.8,35.01,21.11510707
698,25.16,29.8,35.01,21.10535498
699,25.16,29.8,16.04,17.27901847
700,25.16,29.8,16.04,10.84718871
701,25.16,29.8,16.04,8.867662195
702,25.16,29.8,16.04,22.67223097
703,25.16,29.8,16.04,16.58316389
704,25.16,29.8,16.04,22.13210287
705,25.16,29.8,35.01,17.30822337
706,25.16,29.8,35.01,13.36961582
707,25.16,29.8,35.01,19.75009182
708,25.16,29.8,35.01,23.53327065
709,25.16,29.8,35.01,15.54318085
710,25.16,29.8,35.01,14.84746158
711,25.16,29.8,35.01,22.22933711
712,25.16,29.8,35.01,17.85883124
713,25.16,29.8,35.01,19.08604386
714,25.16,29.8,35.01,13.94122928
715,25.16,29.8,35.01,26.77119286
716,25.16,29.8,35.01,13.40334697
717,25.16,29.8,35.01,4.801442523
718,25.16,29.8,35.01,13.93826186
719,25.16,29.8,35.01,18.51241189
720,25.16,14.6,16.04,11.45601143
721,25.16,14.6,16.04,10.25692011
722,25.16,14.6,16.04,15.30137457
723,25.16,14.6,16.04,9.841960423
724,25.16,14.6,16.04,21.5354144
725,25.16,14.6,16.04,21.00599505
726,25.16,14.6,16.04,20.36775074
727,25.16,14.6,16.04,14.66555542
728,25.16,14.6,16.04,10.26164262
729,25.16,14.6,16.04,9.704314503
730,25.16,14.6,16.04,17.82713298
731,25.16,14.6,16.04,23.6206024
732,25.16,14.6,16.04,25.17463756
733,25.16,14.6,16.04,33.1548797
734,25.16,29.8,35.01,31.85693454
735,25.16,29.8,35.01,29.36771433
736,25.16,29.8,35.01,24.52491489
737,25.16,29.8,35.01,19.8982874
738,25.16,29.8,35.01,32.41734436
739,25.16,29.8,35.01,30.67818069
740,25.16,29.8,35.01,24.9884102
741,25.16,29.8,35.01,31.27170017
742,25.16,29.8,35.01,18.58830717
743,25.16,29.8,35.01,25.49565158
744,25.16,29.8,35.01,23.57843712
745,25.16,29.8,35.01,23.31825242
746,25.16,29.8,35.01,23.30748281
747,25.16,29.8,16.04,19.08190723
748,25.16,29.8,16.04,11.97898186
749,25.16,29.8,16.04,9.792912003
750,25.16,29.8,16.04,25.03784627
751,25.16,29.8,16.04,18.31344735
752,25.16,29.8,16.04,24.44136133
753,25.16,29.8,35.01,19.11415936
754,25.16,29.8,35.01,14.76459842
755,25.16,29.8,35.01,21.8108118
756,25.16,29.8,35.01,25.98872662
757,25.16,29.8,35.01,17.16495272
758,25.16,29.8,35.01,16.39664226
759,25.16,29.8,35.01,24.54874096
760,25.16,29.8,35.01,19.72221754
761,25.16,29.8,35.01,21.07747724
762,25.16,29.8,35.01,15.39585389
763,25.16,29.8,35.01,29.56449289
764,25.16,29.8,35.01,14.53940337
765,25.16,29.8,35.01,5.208408746
766,25.16,29.8,35.01,15.11965719
767,25.16,29.8,35.01,20.08150832
768,25.16,14.6,16.04,10.75938317
769,25.16,14.6,16.04,9.633207356
770,25.16,14.6,16.04,14.37091373
771,25.16,14.6,16.04,9.243480938
772,25.16,14.6,16.04,20.22586801
773,25.16,14.6,16.04,19.7286421
774,25.16,14.6,16.04,19.12920878
775,25.16,14.6,16.04,13.77375809
776,25.16,14.6,16.04,9.637642691
777,25.16,14.6,16.04,9.114205125
778,25.16,14.6,16.04,16.74308337
779,25.16,14.6,16.04,22.18425787
780,25.16,14.6,16.04,23.32355953
781,25.16,14.6,16.04,30.71701861
782,25.16,29.8,35.01,29.51451068
783,25.16,29.8,35.01,27.20832154
784,25.16,29.8,35.01,22.72161063
785,25.16,29.8,35.01,18.43517666
786,25.16,29.8,35.01,30.03371386
787,25.16,29.8,35.01,28.42242999
788,25.16,29.8,35.01,23.15102538
789,25.16,29.8,35.01,28.97230829
790,25.16,29.8,35.01,17.2215186
791,25.16,29.8,35.01,23.62096956
792,25.16,29.8,35.01,21.84472688
793,25.16,29.8,35.01,21.60367343
794,25.16,29.8,35.01,21.5936957
795,25.16,29.8,16.04,17.6788245
796,25.16,29.8,16.04,11.09817354
797,25.16,29.8,16.04,9.072844268
798,25.16,29.8,16.04,23.19682644
799,25.16,29.8,16.04,16.96686907
800,25.16,29.8,16.04,22.64420072
801,25.16,29.8,35.01,17.70870515
802,25.16,29.8,35.01,13.67896517
803,25.16,29.8,35.01,20.20707413
804,25.16,29.8,35.01,24.07778905
805,25.16,29.8,35.01,15.90282266
806,25.16,29.8,35.01,15.19100567
807,25.16,29.8,35.01,22.74368479
808,25.16,29.8,35.01,18.27205312
809,25.16,29.8,35.01,19.52766128
810,25.16,29.8,35.01,14.26380475
811,25.16,29.8,35.01,27.39063108
812,25.16,29.8,35.01,13.65527722
813,25.16,29.8,35.01,4.89169077
814,25.16,29.8,35.01,14.2002464
815,25.16,29.8,35.01,18.86037247
816,25.16,14.6,16.04,11.0455588
817,25.16,14.6,16.04,9.889429224
818,25.16,14.6,16.04,14.75314804
819,25.16,14.6,16.04,9.48933695
820,25.16,14.6,16.04,20.76383107
821,25.16,14.6,16.04,20.25338006
822,25.16,14.6,16.04,19.63800314
823,25.16,14.6,16.04,14.14010938
824,25.16,14.6,16.04,9.893982529
825,25.16,14.6,16.04,9.356622688
826,25.16,14.6,16.04,17.18841211
827,25.16,14.6,16.04,22.77430974
828,25.16,14.6,16.04,24.08398436
829,25.16,14.6,16.04,31.71849456
830,25.16,29.8,35.01,30.47678091
831,25.16,29.8,35.01,28.09540241
832,25.16,29.8,35.01,23.46240995
833,25.16,29.8,35.01,19.03622411
834,25.16,29.8,35.01,31.01291182
835,25.16,29.8,35.01,29.34909479
836,25.16,29.8,35.01,23.90582503
837,25.16,29.8,35.01,29.91690094
838,25.16,29.8,35.01,17.78299681
839,25.16,29.8,35.01,24.39109094
840,25.16,29.8,35.01,22.5569369
841,25.16,29.8,35.01,22.30802431
842,25.16,29.8,35.01,22.29772128
843,25.16,29.8,16.04,18.25521238
844,25.16,29.8,16.04,11.46001054
845,25.16,29.8,16.04,9.368648864
846,25.16,29.8,16.04,23.95311936
847,25.16,29.8,16.04,17.52004487
848,25.16,29.8,16.04,23.38247622
849,25.16,29.8,35.01,18.28606724
850,25.16,29.8,35.01,14.12494447
851,25.16,29.8,35.01,20.86589128
852,25.16,29.8,35.01,24.86280425
853,25.16,29.8,35.01,16.42130704
854,25.16,29.8,35.01,15.68628247
855,25.16,29.8,35.01,23.48520379
856,25.16,29.8,35.01,18.86778221
857,25.16,29.8,35.01,20.16432733
858,25.16,29.8,35.01,14.72885175
859,25.16,29.8,35.01,28.28365584
860,25.16,29.8,35.01,14.01847719
861,25.16,29.8,35.01,5.021798853
862,25.16,29.8,35.01,14.57794134
863,25.16,29.8,35.01,19.36201638
864,25.16,14.6,16.04,10.75407133
865,25.16,14.6,16.04,9.628451505
866,25.16,14.6,16.04,14.3638189
867,25.16,14.6,16.04,9.238917493
868,25.16,14.6,16.04,20.21588264
869,25.16,14.6,16.04,19.71890221
870,25.16,14.6,16.04,19.11976481
871,25.16,14.6,16.04,13.76695807
872,25.16,14.6,16.04,9.632884651
873,25.16,14.6,16.04,9.109705502
874,25.16,14.6,16.04,16.73481742
875,25.16,14.6,16.04,22.17330565
876,25.16,14.6,16.04,23.30944494
877,25.16,14.6,16.04,30.69842976
878,25.16,29.8,35.01,29.49664955
879,25.16,29.8,35.01,27.19185603
880,25.16,29.8,35.01,22.70786032
881,25.16,29.8,35.01,18.42402034
882,25.16,29.8,35.01,30.01553853
883,25.16,29.8,35.01,28.40522974
884,25.16,29.8,35.01,23.1370152
885,25.16,29.8,35.01,28.95477528
886,25.16,29.8,35.01,17.21109675
887,25.16,29.8,35.01,23.60667499
888,25.16,29.8,35.01,21.83150723
889,25.16,29.8,35.01,21.59059965
890,25.16,29.8,35.01,21.58062796
891,25.16,29.8,16.04,17.6681259
892,25.16,29.8,16.04,11.09145732
893,25.16,29.8,16.04,9.067353705
894,25.16,29.8,16.04,23.18278854
895,25.16,29.8,16.04,16.95660132
896,25.16,29.8,16.04,22.63049725
897,25.16,29.8,35.01,17.69798847
898,25.16,29.8,35.01,13.67068714
899,25.16,29.8,35.01,20.19484553
900,25.16,29.8,35.01,24.06321802
901,25.16,29.8,35.01,15.89319883
902,25.16,29.8,35.01,15.18181261
903,25.16,29.8,35.01,22.72992111
904,25.16,29.8,35.01,18.26099552
905,25.16,29.8,35.01,19.51584383
906,25.16,29.8,35.01,14.2551728
907,25.16,29.8,35.01,27.37405524
908,25.16,29.8,35.01,13.6485357
909,25.16,29.8,35.01,4.889275775
910,25.16,29.8,35.01,14.19323583
911,25.16,29.8,35.01,18.85106123
912,25.16,14.6,16.04,10.99099619
913,25.16,14.6,16.04,9.840577636
914,25.16,14.6,16.04,14.68027076
915,25.16,14.6,16.04,9.44246173
916,25.16,14.6,16.04,20.66126235
917,25.16,14.6,16.04,20.15333285
918,25.16,14.6,16.04,19.54099576
919,25.16,14.6,16.04,14.07026038
920,25.16,14.6,16.04,9.84510845
921,25.16,14.6,16.04,9.310403047
922,25.16,14.6,16.04,17.10350517
923,25.16,14.6,16.04,22.6618097
924,25.16,14.6,16.04,23.9390008
925,25.16,14.6,16.04,31.52755188
926,25.16,29.8,35.01,30.29331324
927,25.16,29.8,35.01,27.92627044
928,25.16,29.8,35.01,23.32116821
929,25.16,29.8,35.01,18.92162764
930,25.16,29.8,35.01,30.82621669
931,25.16,29.8,35.01,29.1724157
932,25.16,29.8,35.01,23.76191397
933,25.16,29.8,35.01,29.7368037
934,25.16,29.8,35.01,17.67594466
935,25.16,29.8,35.01,24.24425862
936,25.16,29.8,35.01,22.42114604
937,25.16,29.8,35.01,22.17373188
938,25.16,29.8,35.01,22.16349086
939,25.16,29.8,16.04,18.14531754
940,25.16,29.8,16.04,11.39102224
941,25.16,29.8,16.04,9.312250384
942,25.16,29.8,16.04,23.80892359
943,25.16,29.8,16.04,17.41457567
944,25.16,29.8,16.04,23.24171567
945,25.16,29.8,35.01,18.17598665
946,25.16,29.8,35.01,14.03991349
947,25.16,29.8,35.01,20.74028036
948,25.16,29.8,35.01,24.71313225
949,25.16,29.8,35.01,16.32245214
950,25.16,29.8,35.01,15.59185236
951,25.16,29.8,35.01,23.34382484
952,25.16,29.8,35.01,18.75419975
953,25.16,29.8,35.01,20.04293977
954,25.16,29.8,35.01,14.6401853
955,25.16,29.8,35.01,28.1133906
956,25.16,29.8,35.01,13.94922902
957,25.16,29.8,35.01,4.996992281
958,25.16,29.8,35.01,14.50592954
959,25.16,29.8,35.01,19.26637232
960,25.16,14.6,16.04,10.74496173
961,25.16,14.6,16.04,9.620295395
962,25.16,14.6,16.04,14.35165154
963,25.16,14.6,16.04,9.23109135
964,25.16,14.6,16.04,20.19875808
965,25.16,14.6,16.04,19.70219863
966,25.16,14.6,16.04,19.10356876
967,25.16,14.6,16.04,13.7552963
968,25.16,14.6,16.04,9.624724785
969,25.16,14.6,16.04,9.101988813
970,25.16,14.6,16.04,16.72064162
971,25.16,14.6,16.04,22.15452299
972,25.16,14.6,16.04,23.28523893
973,25.16,14.6,16.04,30.66655056
974,25.16,29.8,35.01,29.46601835
975,25.16,29.8,35.01,27.16361828
976,25.16,29.8,35.01,22.68427904
977,25.16,29.8,35.01,18.40488767
978,25.16,29.8,35.01,29.98436848
979,25.16,29.8,35.01,28.37573195
980,25.16,29.8,35.01,23.11298825
981,25.16,29.8,35.01,28.9247068
982,25.16,29.8,35.01,17.19322365
983,25.16,29.8,35.01,23.58216032
984,25.16,29.8,35.01,21.808836
985,25.16,29.8,35.01,21.5681786
986,25.16,29.8,35.01,21.55821726
987,25.16,29.8,16.04,17.6497782
988,25.16,29.8,16.04,11.07993925
989,25.16,29.8,16.04,9.057937588
990,25.16,29.8,16.04,23.15871406
991,25.16,29.8,16.04,16.93899251
992,25.16,29.8,16.04,22.60699631
993,25.16,29.8,35.01,17.67960975
994,25.16,29.8,35.01,13.65649063
995,25.16,29.8,35.01,20.17387392
996,25.16,29.8,35.01,24.03822925
997,25.16,29.8,35.01,15.87669432
998,25.16,29.8,35.01,15.16604685
999,25.16,29.8,35.01,22.70631692
1000,25.16,29.8,35.01,18.24203214
1001,25.16,29.8,35.01,19.49557734
1002,25.16,29.8,35.01,14.24036932
1003,25.16,29.8,35.01,27.34562828
1004,25.16,29.8,35.01,13.63697423
1005,25.16,29.8,35.01,4.885134146
1006,25.16,29.8,35.01,14.18121296
1007,25.16,29.8,35.01,18.83509279
1008,25.16,14.6,16.04,11.25987252
1009,25.16,14.6,16.04,10.0813109
1010,25.16,14.6,16.04,15.03939902
1011,25.16,14.6,16.04,9.673455754
1012,25.16,14.6,16.04,21.16670556
1013,25.16,14.6,16.04,20.64635042
1014,25.16,14.6,16.04,20.01903352
1015,25.16,14.6,16.04,14.41446575
1016,25.16,14.6,16.04,10.08595255
1017,25.16,14.6,16.04,9.538166477
1018,25.16,14.6,16.04,17.5219138
1019,25.16,14.6,16.04,23.21619295
1020,25.16,14.6,16.04,24.65345797
1021,25.16,14.6,16.04,32.46848863
1022,25.16,29.8,35.01,31.19741426
1023,25.16,29.8,35.01,28.7597273
1024,25.16,29.8,35.01,24.01718624
1025,25.16,29.8,35.01,19.4863418
1026,25.16,29.8,35.01,31.74622217
1027,25.16,29.8,35.01,30.04306364
1028,25.16,29.8,35.01,24.471086
1029,25.16,29.8,35.01,30.62429575
1030,25.16,29.8,35.01,18.20348153
1031,25.16,29.8,35.01,24.96782619
1032,25.16,29.8,35.01,23.09030298
1033,25.16,29.8,35.01,22.83550477
1034,25.16,29.8,35.01,22.82495812
1035,25.16,29.8,16.04,18.68686279
1036,25.16,29.8,16.04,11.7309862
1037,25.16,29.8,16.04,9.590173601
1038,25.16,29.8,16.04,24.51949862
1039,25.16,29.8,16.04,17.934312
1040,25.16,29.8,16.04,23.93536244
1041,25.16,29.8,35.01,18.71844722
1042,25.16,29.8,35.01,14.45893336
1043,25.16,29.8,35.01,21.35927204
1044,25.16,29.8,35.01,25.45069331
1045,25.16,29.8,35.01,16.80959416
1046,25.16,29.8,35.01,16.0571897
1047,25.16,29.8,35.01,24.04051904
1048,25.16,29.8,35.01,19.31391704
1049,25.16,29.8,35.01,20.64111938
1050,25.16,29.8,35.01,15.07712022
1051,25.16,29.8,35.01,28.95243204
1052,25.16,29.8,35.01,14.29047356
1053,25.16,29.8,35.01,5.119235334
1054,25.16,29.8,35.01,14.86079283
1055,25.16,29.8,35.01,19.73769187
1056,25.16,14.6,16.04,11.38116665
1057,25.16,14.6,16.04,10.18990927
1058,25.16,14.6,16.04,15.20140713
1059,25.16,14.6,16.04,9.777660606
1060,25.16,14.6,16.04,21.39471853
1061,25.16,14.6,16.04,20.868758
1062,25.16,14.6,16.04,20.23468349
1063,25.16,14.6,16.04,14.56974193
1064,25.16,14.6,16.04,10.19460092
1065,25.16,14.6,16.04,9.640913959
1066,25.16,14.6,16.04,17.71066418
1067,25.16,14.6,16.04,23.46628351
1068,25.16,14.6,16.04,24.97576027
1069,25.16,14.6,16.04,32.89295925
1070,25.16,29.8,35.01,31.60526773
1071,25.16,29.8,35.01,29.13571212
1072,25.16,29.8,35.01,24.33117035
1073,25.16,29.8,35.01,19.74109278
1074,25.16,29.8,35.01,32.16125037
1075,25.16,29.8,35.01,30.43582592
1076,25.16,29.8,35.01,24.79100409
1077,25.16,29.8,35.01,31.02465666
1078,25.16,29.8,35.01,18.44146128
1079,25.16,29.8,35.01,25.29423832
1080,25.16,29.8,35.01,23.39216967
1081,25.16,29.8,35.01,23.1340404
1082,25.16,29.8,35.01,23.12335587
1083,25.16,29.8,16.04,18.93116194
1084,25.16,29.8,16.04,11.88434902
1085,25.16,29.8,16.04,9.715548912
1086,25.16,29.8,16.04,24.84004962
1087,25.16,29.8,16.04,18.16877282
1088,25.16,29.8,16.04,24.24827685
1089,25.16,29.8,35.01,18.96315929
1090,25.16,29.8,35.01,14.64795947
1091,25.16,29.8,35.01,21.63850842
1092,25.16,29.8,35.01,25.78341811
1093,25.16,29.8,35.01,17.02935119
1094,25.16,29.8,35.01,16.26711032
1095,25.16,29.8,35.01,24.3548082
1096,25.16,29.8,35.01,19.56641386
1097,25.16,29.8,35.01,20.91096713
1098,25.16,29.8,35.01,15.27422808
1099,25.16,29.8,35.01,29.33093616
1100,25.16,29.8,35.01,14.44441407
1101,25.16,29.8,35.01,5.174381
1102,25.16,29.8,35.01,15.02087696
1103,25.16,29.8,35.01,19.95031116
1104,25.16,14.6,16.04,11.29990125
1105,25.16,14.6,16.04,10.11714985
1106,25.16,14.6,16.04,15.09286391
1107,25.16,14.6,16.04,9.707844784
1108,25.16,14.6,16.04,21.24195296
1109,25.16,14.6,16.04,20.71974797
1110,25.16,14.6,16.04,20.09020096
1111,25.16,14.6,16.04,14.46570902
1112,25.16,14.6,16.04,10.121808
1113,25.16,14.6,16.04,9.572074555
1114,25.16,14.6,16.04,17.58420401
1115,25.16,14.6,16.04,23.29872626
1116,25.16,14.6,16.04,24.75982215
1117,25.16,14.6,16.04,32.60856975
1118,25.16,29.8,35.01,31.3320115
1119,25.16,29.8,35.01,28.88380744
1120,25.16,29.8,35.01,24.1208053
1121,25.16,29.8,35.01,19.57041312
1122,25.16,29.8,35.01,31.88318716
1123,25.16,29.8,35.01,30.17268058
1124,25.16,29.8,35.01,24.57666336
1125,25.16,29.8,35.01,30.75642034
1126,25.16,29.8,35.01,18.28201811
1127,25.16,29.8,35.01,25.07554666
1128,25.16,29.8,35.01,23.18992313
1129,25.16,29.8,35.01,22.93402562
1130,25.16,29.8,35.01,22.92343346
1131,25.16,29.8,16.04,18.76748486
1132,25.16,29.8,16.04,11.78159803
1133,25.16,29.8,16.04,9.631549172
1134,25.16,29.8,16.04,24.62528485
1135,25.16,29.8,16.04,18.01168729
1136,25.16,29.8,16.04,24.03862849
1137,25.16,29.8,35.01,18.79920556
1138,25.16,29.8,35.01,14.52131457
1139,25.16,29.8,35.01,21.45142387
1140,25.16,29.8,35.01,25.56049705
1141,25.16,29.8,35.01,16.88211699
1142,25.16,29.8,35.01,16.12646638
1143,25.16,29.8,35.01,24.14423877
1144,25.16,29.8,35.01,19.39724445
1145,25.16,29.8,35.01,20.73017284
1146,25.16,29.8,35.01,15.14216852
1147,25.16,29.8,35.01,29.07734359
1148,25.16,29.8,35.01,14.34127604
1149,25.16,29.8,35.01,5.13743416
1150,25.16,29.8,35.01,14.91362279
1151,25.16,29.8,35.01,19.80785915
1152,25.16,14.6,16.04,11.23534925
1153,25.16,14.6,16.04,10.05935446
1154,25.16,14.6,16.04,15.00664418
1155,25.16,14.6,16.04,9.652387594
1156,25.16,14.6,16.04,21.12060584
1157,25.16,14.6,16.04,20.601384
1158,25.16,14.6,16.04,19.97543336
1159,25.16,14.6,16.04,14.38307198
1160,25.16,14.6,16.04,10.063986
1161,25.16,14.6,16.04,9.517392968
1162,25.16,14.6,16.04,17.48375221
1163,25.16,14.6,16.04,23.16562959
1164,25.16,14.6,16.04,24.58829482
1165,25.16,14.6,16.04,32.38266907
1166,25.16,29.8,35.01,31.11495436
1167,25.16,29.8,35.01,28.6837106
1168,25.16,29.8,35.01,23.95370486
1169,25.16,29.8,35.01,19.43483619
1170,25.16,29.8,35.01,31.66231167
1171,25.16,29.8,35.01,29.96365488
1172,25.16,29.8,35.01,24.40640489
1173,25.16,29.8,35.01,30.54335069
1174,25.16,29.8,35.01,18.15536673
1175,25.16,29.8,35.01,24.90183211
1176,25.16,29.8,35.01,23.02927151
1177,25.16,29.8,35.01,22.77514677
1178,25.16,29.8,35.01,22.76462799
1179,25.16,29.8,16.04,18.63747034
1180,25.16,29.8,16.04,11.69997927
1181,25.16,29.8,16.04,9.564825193
1182,25.16,29.8,16.04,24.45468955
1183,25.16,29.8,16.04,17.88690866
1184,25.16,29.8,16.04,23.87209734
1185,25.16,29.8,35.01,18.66897129
1186,25.16,29.8,35.01,14.42071601
1187,25.16,29.8,35.01,21.30281596
1188,25.16,29.8,35.01,25.38342293
1189,25.16,29.8,35.01,16.76516363
1190,25.16,29.8,35.01,16.0147479
1191,25.16,29.8,35.01,23.97697599
1192,25.16,29.8,35.01,19.26286717
1193,25.16,29.8,35.01,20.5865615
1194,25.16,29.8,35.01,15.03726891
1195,25.16,29.8,35.01,28.87590599
1196,25.16,29.8,35.01,14.25934984
1197,25.16,29.8,35.01,5.108085972
1198,25.16,29.8,35.01,14.82842699
1199,25.16,29.8,35.01,19.69470446
1200,25.16,14.6,16.04,11.20552283
1201,25.16,14.6,16.04,10.03264994
1202,25.16,14.6,16.04,14.96680612
1203,25.16,14.6,16.04,9.626763451
1204,25.16,14.6,16.04,21.06453708
1205,25.16,14.6,16.04,20.54669361
1206,25.16,14.6,16.04,19.92240468
1207,25.16,14.6,16.04,14.34488931
1208,25.16,14.6,16.04,10.03726919
1209,25.16,14.6,16.04,9.492127194
1210,25.16,14.6,16.04,17.43733818
1211,25.16,14.6,16.04,23.10413191
1212,25.16,14.6,16.04,24.50904016
1213,25.16,14.6,16.04,32.27829105
1214,25.16,29.8,35.01,31.01466252
1215,25.16,29.8,35.01,28.59125532
1216,25.16,29.8,35.01,23.87649565
1217,25.16,29.8,35.01,19.3721925
1218,25.16,29.8,35.01,31.56025556
1219,25.16,29.8,35.01,29.86707399
1220,25.16,29.8,35.01,24.32773651
1221,25.16,29.8,35.01,30.44490129
1222,25.16,29.8,35.01,18.09684712
1223,25.16,29.8,35.01,24.82156683
1224,25.16,29.8,35.01,22.955042
1225,25.16,29.8,35.01,22.70173637
1226,25.16,29.8,35.01,22.6912515
1227,25.16,29.8,16.04,18.57739678
1228,25.16,29.8,16.04,11.6622671
1229,25.16,29.8,16.04,9.533995198
1230,25.16,29.8,16.04,24.37586553
1231,25.16,29.8,16.04,17.82925436
1232,25.16,29.8,16.04,23.79515117
1233,25.16,29.8,35.01,18.60879619
1234,25.16,29.8,35.01,14.37423418
1235,25.16,29.8,35.01,21.23415128
1236,25.16,29.8,35.01,25.30160536
1237,25.16,29.8,35.01,16.71112502
1238,25.16,29.8,35.01,15.96312808
1239,25.16,29.8,35.01,23.89969177
1240,25.16,29.8,35.01,19.20077779
1241,25.16,29.8,35.01,20.5202055
1242,25.16,29.8,35.01,14.98879976
1243,25.16,29.8,35.01,28.78283121
1244,25.16,29.8,35.01,14.22149561
1245,25.16,29.8,35.01,5.094525562
1246,25.16,29.8,35.01,14.78906204
1247,25.16,29.8,35.01,19.64242103
1248,25.16,14.6,16.04,10.86726157
1249,25.16,14.6,16.04,9.729794214
1250,25.16,14.6,16.04,14.51500296
1251,25.16,14.6,16.04,9.336160224
1252,25.16,14.6,16.04,20.42866164
1253,25.16,14.6,16.04,19.92645032
1254,25.16,14.6,16.04,19.32100681
1255,25.16,14.6,16.04,13.91185996
1256,25.16,14.6,16.04,9.73427402
1257,25.16,14.6,16.04,9.205588234
1258,25.16,14.6,16.04,16.91095704
1259,25.16,14.6,16.04,22.40668719
1260,25.16,14.6,16.04,23.61021362
1261,25.16,14.6,16.04,31.0945407
1262,25.16,29.8,35.01,29.87725356
1263,25.16,29.8,35.01,27.54272061
1264,25.16,29.8,35.01,23.00086658
1265,25.16,29.8,35.01,18.66175094
1266,25.16,29.8,35.01,30.40283792
1267,25.16,29.8,35.01,28.77175084
1268,25.16,29.8,35.01,23.43555896
1269,25.16,29.8,35.01,29.32838733
1270,25.16,29.8,35.01,17.43317663
1271,25.16,29.8,35.01,23.91127892
1272,25.16,29.8,35.01,22.11320564
1273,25.16,29.8,35.01,21.86918956
1274,25.16,29.8,35.01,21.8590892
1275,25.16,29.8,16.04,17.89610297
1276,25.16,29.8,16.04,11.23457368
1277,25.16,29.8,16.04,9.184352458
1278,25.16,29.8,16.04,23.48192293
1279,25.16,29.8,16.04,17.17539738
1280,25.16,29.8,16.04,22.92250527
1281,25.16,29.8,35.01,17.92635086
1282,25.16,29.8,35.01,13.84708407
1283,25.16,29.8,35.01,20.45542561
1284,25.16,29.8,35.01,24.37371286
1285,25.16,29.8,35.01,16.09827349
1286,25.16,29.8,35.01,15.37770804
1287,25.16,29.8,35.01,23.02321202
1288,25.16,29.8,35.01,18.49662256
1289,25.16,29.8,35.01,19.76766255
1290,25.16,29.8,35.01,14.43911152
1291,25.16,29.8,35.01,27.72727079
1292,25.16,29.8,35.01,13.79219115
1293,25.16,29.8,35.01,4.940737056
1294,25.16,29.8,35.01,14.34262444
1295,25.16,29.8,35.01,19.04947502
1296,25.16,14.6,16.04,11.27810572
1297,25.16,14.6,16.04,10.09763564
1298,25.16,14.6,16.04,15.06375242
1299,25.16,14.6,16.04,9.689120052
1300,25.16,14.6,16.04,21.20098096
1301,25.16,14.6,16.04,20.6797832
1302,25.16,14.6,16.04,20.05145049
1303,25.16,14.6,16.04,14.4378072
1304,25.16,14.6,16.04,10.10228481
1305,25.16,14.6,16.04,9.5536117
1306,25.16,14.6,16.04,17.55028716
1307,25.16,14.6,16.04,23.2537871
1308,25.16,14.6,16.04,24.70190715
1309,25.16,14.6,16.04,32.53229597
1310,25.16,29.8,35.01,31.25872367
1311,25.16,29.8,35.01,28.81624615
1312,25.16,29.8,35.01,24.064385
1313,25.16,29.8,35.01,19.52463652
1314,25.16,29.8,35.01,31.8086101
1315,25.16,29.8,35.01,30.10210451
1316,25.16,29.8,35.01,24.51917678
1317,25.16,29.8,35.01,30.68447886
1318,25.16,29.8,35.01,18.23925516
1319,25.16,29.8,35.01,25.01689316
1320,25.16,29.8,35.01,23.13568023
1321,25.16,29.8,35.01,22.88038129
1322,25.16,29.8,35.01,22.86981391
1323,25.16,29.8,16.04,18.72358637
1324,25.16,29.8,16.04,11.75404003
1325,25.16,29.8,16.04,9.609020288
1326,25.16,29.8,16.04,24.56768454
1327,25.16,29.8,16.04,17.96955666
1328,25.16,29.8,16.04,23.98240041
1329,25.16,29.8,35.01,18.75523287
1330,25.16,29.8,35.01,14.48734817
1331,25.16,29.8,35.01,21.40124745
1332,25.16,29.8,35.01,25.50070922
1333,25.16,29.8,35.01,16.84262851
1334,25.16,29.8,35.01,16.08874542
1335,25.16,29.8,35.01,24.08776367
1336,25.16,29.8,35.01,19.3518729
1337,25.16,29.8,35.01,20.68168348
1338,25.16,29.8,35.01,15.1067499
1339,25.16,29.8,35.01,29.00932959
1340,25.16,29.8,35.01,14.31361423
1341,25.16,29.8,35.01,5.12752495
1342,25.16,29.8,35.01,14.88485702
1343,25.16,29.8,35.01,19.76965326
1344,25.16,14.6,16.04,11.10552982
1345,25.16,14.6,16.04,9.943123121
1346,25.16,14.6,16.04,14.83324912
1347,25.16,14.6,16.04,9.540858578
1348,25.16,14.6,16.04,20.8765667
1349,25.16,14.6,16.04,20.36334423
1350,25.16,14.6,16.04,19.74462617
1351,25.16,14.6,16.04,14.21688202
1352,25.16,14.6,16.04,9.947701149
1353,25.16,14.6,16.04,9.407423754
1354,25.16,14.6,16.04,17.28173528
1355,25.16,14.6,16.04,22.89796111
1356,25.16,14.6,16.04,24.24333912
1357,25.16,14.6,16.04,31.92836403
1358,25.16,29.8,35.01,30.67843442
