timestep,Standard Tariff,7-Hour Off Peak Tariff,10-Hour Off Peak Tariff,Variable Time of Day Tariff,Export Tariff
570,25.16,29.8,35.01,14.16942058,10.00
571,25.16,29.8,35.01,27.20938617,10.00
572,25.16,29.8,35.01,13.58156353,10.00
573,25.16,29.8,35.01,4.865284528,10.00
574,25.16,29.8,35.01,14.12359087,10.00
575,25.16,29.8,35.01,18.75856073,10.00
576,25.16,14.6,16.04,10.54789656,10.00
577,25.16,14.6,16.04,9.443856878,10.00
578,25.16,14.6,16.04,14.08843882,10.00
579,25.16,14.6,16.04,9.061790928,10.00
580,25.16,14.6,16.04,19.82830803,10.00
581,25.16,14.6,16.04,19.3408556,10.00
582,25.16,14.6,16.04,18.75320474,10.00
583,25.16,14.6,16.04,13.50302088,10.00
584,25.16,14.6,16.04,9.448205032,10.00
585,25.16,14.6,16.04,8.935056162,10.00
586,25.16,14.6,16.04,16.41398106,10.00
587,25.16,14.6,16.04,21.74820375,10.00
588,25.16,14.6,16.04,22.7615981,10.00
589,25.16,14.6,16.04,29.97691805,10.00
590,25.16,29.8,35.01,28.80338353,10.00
591,25.16,29.8,35.01,26.55276006,10.00
592,25.16,29.8,35.01,22.17415266,10.00
593,25.16,29.8,35.01,17.99099668,10.00
594,25.16,29.8,35.01,29.31007695,10.00
595,25.16,29.8,35.01,27.7376156,10.00
596,25.16,29.8,35.01,22.59322102,10.00
597,25.16,29.8,35.01,28.27424505,10.00
598,25.16,29.8,35.01,16.80658068,10.00
599,25.16,29.8,35.01,23.05184229,10.00
600,25.16,29.8,35.01,21.31839668,10.00
601,25.16,29.8,35.01,21.0831512,10.00
602,25.16,29.8,35.01,21.07341388,10.00
603,25.16,29.8,16.04,17.25286819,10.00
604,25.16,29.8,16.04,10.83077244,10.00
605,25.16,29.8,16.04,8.854241765,10.00
606,25.16,29.8,16.04,22.63791854,10.00
607,25.16,29.8,16.04,16.55806672,10.00
608,25.16,29.8,16.04,22.09860787,10.00
609,25.16,29.8,35.01,17.28202889,10.00
610,25.16,29.8,35.01,13.34938208,10.00
611,25.16,29.8,35.01,19.72020178,10.00
612,25.16,29.8,35.01,23.4976551,10.00
613,25.16,29.8,35.01,15.5196576,10.00
614,25.16,29.8,35.01,14.82499124,10.00
615,25.16,29.8,35.01,22.19569495,10.00
616,25.16,29.8,35.01,17.83180347,10.00
617,25.16,29.8,35.01,19.05715881,10.00
618,25.16,29.8,35.01,13.92013045,10.00
619,25.16,29.8,35.01,26.73067701,10.00
620,25.16,29.8,35.01,13.38686887,10.00
621,25.16,29.8,35.01,4.795539618,10.00
622,25.16,29.8,35.01,13.92112613,10.00
623,25.16,29.8,35.01,18.48965268,10.00
624,25.16,14.6,16.04,11.02352879,10.00
625,25.16,14.6,16.04,9.869705069,10.00
626,25.16,14.6,16.04,14.72372335,10.00
627,25.16,14.6,16.04,9.470410767,10.00
628,25.16,14.6,16.04,20.72241826,10.00
629,25.16,14.6,16.04,20.21298533,10.00
630,25.16,14.6,16.04,19.59883576,10.00
631,25.16,14.6,16.04,14.11190738,10.00
632,25.16,14.6,16.04,9.874249293,10.00
633,25.16,14.6,16.04,9.337961199,10.00
634,25.16,14.6,16.04,17.15413037,10.00
635,25.16,14.6,16.04,22.7288871,10.00
636,25.16,14.6,16.04,24.02544628,10.00
637,25.16,14.6,16.04,31.64140018,10.00
638,25.16,29.8,35.01,30.40270461,10.00
639,25.16,29.8,35.01,28.02711425,10.00
640,25.16,29.8,35.01,23.40538266,10.00
641,25.16,29.8,35.01,18.98995502,10.00
642,25.16,29.8,35.01,30.93753242,10.00
643,25.16,29.8,35.01,29.27775943,10.00
644,25.16,29.8,35.01,23.84771998,10.00
645,25.16,29.8,35.01,29.84418547,10.00
646,25.16,29.8,35.01,17.73977379,10.00
647,25.16,29.8,35.01,24.33180641,10.00
648,25.16,29.8,35.01,22.50211043,10.00
649,25.16,29.8,35.01,22.25380284,10.00
650,25.16,29.8,35.01,22.24352485,10.00
651,25.16,29.8,16.04,18.21084161,10.00
652,25.16,29.8,16.04,11.43215605,10.00
653,25.16,29.8,16.04,9.345877601,10.00
654,25.16,29.8,16.04,23.89489935,10.00
655,25.16,29.8,16.04,17.47746097,10.00
656,25.16,29.8,16.04,23.32564321,10.00
657,25.16,29.8,35.01,18.24162147,10.00
658,25.16,29.8,35.01,14.09061264,10.00
659,25.16,29.8,35.01,20.81517503,10.00
660,25.16,29.8,35.01,24.80237318,10.00
661,25.16,29.8,35.01,16.38139371,10.00
662,25.16,29.8,35.01,15.64815568,10.00
663,25.16,29.8,35.01,23.42812109,10.00
664,25.16,29.8,35.01,18.82192253,10.00
665,25.16,29.8,35.01,20.11531629,10.00
666,25.16,29.8,35.01,14.69305208,10.00
667,25.16,29.8,35.01,28.21491011,10.00
668,25.16,29.8,35.01,13.99051778,10.00
669,25.16,29.8,35.01,5.011783034,10.00
670,25.16,29.8,35.01,14.54886609,10.00
671,25.16,29.8,35.01,19.32339945,10.00
672,25.16,14.6,16.04,10.56088013,10.00
673,25.16,14.6,16.04,9.455481469,10.00
674,25.16,14.6,16.04,14.1057805,10.00
675,25.16,14.6,16.04,9.072945229,10.00
676,25.16,14.6,16.04,19.852715,10.00
677,25.16,14.6,16.04,19.36466256,10.00
678,25.16,14.6,16.04,18.77628836,10.00
679,25.16,14.6,16.04,13.51964196,10.00
680,25.16,14.6,16.04,9.459834976,10.00
681,25.16,14.6,16.04,8.946054463,10.00
682,25.16,14.6,16.04,16.43418528,10.00
683,25.16,14.6,16.04,21.77497395,10.00
684,25.16,14.6,16.04,22.796098,10.00
685,25.16,14.6,16.04,30.02235425,10.00
686,25.16,29.8,35.01,28.847041,10.00
687,25.16,29.8,35.01,26.59300625,10.00
688,25.16,29.8,35.01,22.20776216,10.00
689,25.16,29.8,35.01,18.01826575,10.00
690,25.16,29.8,35.01,29.35450242,10.00
691,25.16,29.8,35.01,27.77965768,10.00
692,25.16,29.8,35.01,22.6274657,10.00
693,25.16,29.8,35.01,28.3171005,10.00
694,25.16,29.8,35.01,16.83205453,10.00
695,25.16,29.8,35.01,23.08678212,10.00
696,25.16,29.8,35.01,21.35070911,10.00
697,25.16,29.8,35.01,21.11510707,10.00
698,25.16,29.8,35.01,21.10535498,10.00
699,25.16,29.8,16.04,17.27901847,10.00
700,25.16,29.8,16.04,10.84718871,10.00
701,25.16,29.8,16.04,8.867662195,10.00
702,25.16,29.8,16.04,22.67223097,10.00
703,25.16,29.8,16.04,16.58316389,10.00
704,25.16,29.8,16.04,22.13210287,10.00
705,25.16,29.8,35.01,17.30822337,10.00
706,25.16,29.8,35.01,13.36961582,10.00
707,25.16,29.8,35.01,19.75009182,10.00
708,25.16,29.8,35.01,23.53327065,10.00
709,25.16,29.8,35.01,15.54318085,10.00
710,25.16,29.8,35.01,14.84746158,10.00
711,25.16,29.8,35.01,22.22933711,10.00
712,25.16,29.8,35.01,17.85883124,10.00
713,25.16,29.8,35.01,19.08604386,10.00
714,25.16,29.8,35.01,13.94122928,10.00
715,25.16,29.8,35.01,26.77119286,10.00
716,25.16,29.8,35.01,13.40334697,10.00
717,25.16,29.8,35.01,4.801442523,10.00
718,25.16,29.8,35.01,13.93826186,10.00
719,25.16,29.8,35.01,18.51241189,10.00
720,25.16,14.6,16.04,11.45601143,10.00
721,25.16,14.6,16.04,10.25692011,10.00
722,25.16,14.6,16.04,15.30137457,10.00
723,25.16,14.6,16.04,9.841960423,10.00
724,25.16,14.6,16.04,21.5354144,10.00
725,25.16,14.6,16.04,21.00599505,10.00
726,25.16,14.6,16.04,20.36775074,10.00
727,25.16,14.6,16.04,14.66555542,10.00
728,25.16,14.6,16.04,10.26164262,10.00
729,25.16,14.6,16.04,9.704314503,10.00
730,25.16,14.6,16.04,17.82713298,10.00
731,25.16,14.6,16.04,23.6206024,10.00
732,25.16,14.6,16.04,25.17463756,10.00
733,25.16,14.6,16.04,33.1548797,10.00
734,25.16,29.8,35.01,31.85693454,10.00
735,25.16,29.8,35.01,29.36771433,10.00
736,25.16,29.8,35.01,24.52491489,10.00
737,25.16,29.8,35.01,19.8982874,10.00
738,25.16,29.8,35.01,32.41734436,10.00
739,25.16,29.8,35.01,30.67818069,10.00
740,25.16,29.8,35.01,24.9884102,10.00
741,25.16,29.8,35.01,31.27170017,10.00
742,25.16,29.8,35.01,18.58830717,10.00
743,25.16,29.8,35.01,25.49565158,10.00
744,25.16,29.8,35.01,23.57843712,10.00
745,25.16,29.8,35.01,23.31825242,10.00
746,25.16,29.8,35.01,23.30748281,10.00
747,25.16,29.8,16.04,19.08190723,10.00
748,25.16,29.8,16.04,11.97898186,10.00
749,25.16,29.8,16.04,9.792912003,10.00
750,25.16,29.8,16.04,25.03784627,10.00
751,25.16,29.8,16.04,18.31344735,10.00
752,25.16,29.8,16.04,24.44136133,10.00
753,25.16,29.8,35.01,19.11415936,10.00
754,25.16,29.8,35.01,14.76459842,10.00
755,25.16,29.8,35.01,21.8108118,10.00
756,25.16,29.8,35.01,25.98872662,10.00
757,25.16,29.8,35.01,17.16495272,10.00
758,25.16,29.8,35.01,16.39664226,10.00
759,25.16,29.8,35.01,24.54874096,10.00
760,25.16,29.8,35.01,19.72221754,10.00
761,25.16,29.8,35.01,21.07747724,10.00
762,25.16,29.8,35.01,15.39585389,10.00
763,25.16,29.8,35.01,29.56449289,10.00
764,25.16,29.8,35.01,14.53940337,10.00
765,25.16,29.8,35.01,5.208408746,10.00
766,25.16,29.8,35.01,15.11965719,10.00
767,25.16,29.8,35.01,20.08150832,10.00
768,25.16,14.6,16.04,10.75938317,10.00
769,25.16,14.6,16.04,9.633207356,10.00
770,25.16,14.6,16.04,14.37091373,10.00
771,25.16,14.6,16.04,9.243480938,10.00
772,25.16,14.6,16.04,20.22586801,10.00
773,25.16,14.6,16.04,19.7286421,10.00
774,25.16,14.6,16.04,19.12920878,10.00
775,25.16,14.6,16.04,13.77375809,10.00
776,25.16,14.6,16.04,9.637642691,10.00
777,25.16,14.6,16.04,9.114205125,10.00
778,25.16,14.6,16.04,16.74308337,10.00
779,25.16,14.6,16.04,22.18425787,10.00
780,25.16,14.6,16.04,23.32355953,10.00
781,25.16,14.6,16.04,30.71701861,10.00
782,25.16,29.8,35.01,29.51451068,10.00
783,25.16,29.8,35.01,27.20832154,10.00
784,25.16,29.8,35.01,22.72161063,10.00
785,25.16,29.8,35.01,18.43517666,10.00
786,25.16,29.8,35.01,30.03371386,10.00
787,25.16,29.8,35.01,28.42242999,10.00
788,25.16,29.8,35.01,23.15102538,10.00
789,25.16,29.8,35.01,28.97230829,10.00
790,25.16,29.8,35.01,17.2215186,10.00
791,25.16,29.8,35.01,23.62096956,10.00
792,25.16,29.8,35.01,21.84472688,10.00
793,25.16,29.8,35.01,21.60367343,10.00
794,25.16,29.8,35.01,21.5936957,10.00
795,25.16,29.8,16.04,17.6788245,10.00
796,25.16,29.8,16.04,11.09817354,10.00
797,25.16,29.8,16.04,9.072844268,10.00
798,25.16,29.8,16.04,23.19682644,10.00
799,25.16,29.8,16.04,16.96686907,10.00
800,25.16,29.8,16.04,22.64420072,10.00
801,25.16,29.8,35.01,17.70870515,10.00
802,25.16,29.8,35.01,13.67896517,10.00
803,25.16,29.8,35.01,20.20707413,10.00
804,25.16,29.8,35.01,24.07778905,10.00
805,25.16,29.8,35.01,15.90282266,10.00
806,25.16,29.8,35.01,15.19100567,10.00
807,25.16,29.8,35.01,22.74368479,10.00
808,25.16,29.8,35.01,18.27205312,10.00
809,25.16,29.8,35.01,19.52766128,10.00
810,25.16,29.8,35.01,14.26380475,10.00
811,25.16,29.8,35.01,27.39063108,10.00
812,25.16,29.8,35.01,13.65527722,10.00
813,25.16,29.8,35.01,4.89169077,10.00
814,25.16,29.8,35.01,14.2002464,10.00
815,25.16,29.8,35.01,18.86037247,10.00
816,25.16,14.6,16.04,11.0455588,10.00
817,25.16,14.6,16.04,9.889429224,10.00
818,25.16,14.6,16.04,14.75314804,10.00
819,25.16,14.6,16.04,9.48933695,10.00
820,25.16,14.6,16.04,20.76383107,10.00
821,25.16,14.6,16.04,20.25338006,10.00
822,25.16,14.6,16.04,19.63800314,10.00
823,25.16,14.6,16.04,14.14010938,10.00
824,25.16,14.6,16.04,9.893982529,10.00
825,25.16,14.6,16.04,9.356622688,10.00
826,25.16,14.6,16.04,17.18841211,10.00
827,25.16,14.6,16.04,22.77430974,10.00
828,25.16,14.6,16.04,24.08398436,10.00
829,25.16,14.6,16.04,31.71849456,10.00
830,25.16,29.8,35.01,30.47678091,10.00
831,25.16,29.8,35.01,28.09540241,10.00
832,25.16,29.8,35.01,23.46240995,10.00
833,25.16,29.8,35.01,19.03622411,10.00
834,25.16,29.8,35.01,31.01291182,10.00
835,25.16,29.8,35.01,29.34909479,10.00
836,25.16,29.8,35.01,23.90582503,10.00
837,25.16,29.8,35.01,29.91690094,10.00
838,25.16,29.8,35.01,17.78299681,10.00
839,25.16,29.8,35.01,24.39109094,10.00
840,25.16,29.8,35.01,22.5569369,10.00
841,25.16,29.8,35.01,22.30802431,10.00
842,25.16,29.8,35.01,22.29772128,10.00
843,25.16,29.8,16.04,18.25521238,10.00
844,25.16,29.8,16.04,11.46001054,10.00
845,25.16,29.8,16.04,9.368648864,10.00
846,25.16,29.8,16.04,23.95311936,10.00
847,25.16,29.8,16.04,17.52004487,10.00
848,25.16,29.8,16.04,23.38247622,10.00
849,25.16,29.8,35.01,18.28606724,10.00
850,25.16,29.8,35.01,14.12494447,10.00
851,25.16,29.8,35.01,20.86589128,10.00
852,25.16,29.8,35.01,24.86280425,10.00
853,25.16,29.8,35.01,16.42130704,10.00
854,25.16,29.8,35.01,15.68628247,10.00
855,25.16,29.8,35.01,23.48520379,10.00
856,25.16,29.8,35.01,18.86778221,10.00
857,25.16,29.8,35.01,20.16432733,10.00
858,25.16,29.8,35.01,14.72885175,10.00
859,25.16,29.8,35.01,28.28365584,10.00
860,25.16,29.8,35.01,14.01847719,10.00
861,25.16,29.8,35.01,5.021798853,10.00
862,25.16,29.8,35.01,14.57794134,10.00
863,25.16,29.8,35.01,19.36201638,10.00
864,25.16,14.6,16.04,10.75407133,10.00
865,25.16,14.6,16.04,9.628451505,10.00
866,25.16,14.6,16.04,14.3638189,10.00
867,25.16,14.6,16.04,9.238917493,10.00
868,25.16,14.6,16.04,20.21588264,10.00
869,25.16,14.6,16.04,19.71890221,10.00
870,25.16,14.6,16.04,19.11976481,10.00
871,25.16,14.6,16.04,13.76695807,10.00
872,25.16,14.6,16.04,9.632884651,10.00
873,25.16,14.6,16.04,9.109705502,10.00
874,25.16,14.6,16.04,16.73481742,10.00
875,25.16,14.6,16.04,22.17330565,10.00
876,25.16,14.6,16.04,23.30944494,10.00
877,25.16,14.6,16.04,30.69842976,10.00
878,25.16,29.8,35.01,29.49664955,10.00
879,25.16,29.8,35.01,27.19185603,10.00
880,25.16,29.8,35.01,22.70786032,10.00
881,25.16,29.8,35.01,18.42402034,10.00
882,25.16,29.8,35.01,30.01553853,10.00
883,25.16,29.8,35.01,28.40522974,10.00
884,25.16,29.8,35.01,23.1370152,10.00
885,25.16,29.8,35.01,28.95477528,10.00
886,25.16,29.8,35.01,17.21109675,10.00
887,25.16,29.8,35.01,23.60667499,10.00
888,25.16,29.8,35.01,21.83150723,10.00
889,25.16,29.8,35.01,21.59059965,10.00
890,25.16,29.8,35.01,21.58062796,10.00
891,25.16,29.8,16.04,17.6681259,10.00
892,25.16,29.8,16.04,11.09145732,10.00
893,25.16,29.8,16.04,9.067353705,10.00
894,25.16,29.8,16.04,23.18278854,10.00
895,25.16,29.8,16.04,16.95660132,10.00
896,25.16,29.8,16.04,22.63049725,10.00
897,25.16,29.8,35.01,17.69798847,10.00
898,25.16,29.8,35.01,13.67068714,10.00
899,25.16,29.8,35.01,20.19484553,10.00
900,25.16,29.8,35.01,24.06321802,10.00
901,25.16,29.8,35.01,15.89319883,10.00
902,25.16,29.8,35.01,15.18181261,10.00
903,25.16,29.8,35.01,22.72992111,10.00
904,25.16,29.8,35.01,18.26099552,10.00
905,25.16,29.8,35.01,19.51584383,10.00
906,25.16,29.8,35.01,14.2551728,10.00
907,25.16,29.8,35.01,27.37405524,10.00
908,25.16,29.8,35.01,13.6485357,10.00
909,25.16,29.8,35.01,4.889275775,10.00
910,25.16,29.8,35.01,14.19323583,10.00
911,25.16,29.8,35.01,18.85106123,10.00
912,25.16,14.6,16.04,10.99099619,10.00
913,25.16,14.6,16.04,9.840577636,10.00
914,25.16,14.6,16.04,14.68027076,10.00
915,25.16,14.6,16.04,9.44246173,10.00
916,25.16,14.6,16.04,20.66126235,10.00
917,25.16,14.6,16.04,20.15333285,10.00
918,25.16,14.6,16.04,19.54099576,10.00
919,25.16,14.6,16.04,14.07026038,10.00
920,25.16,14.6,16.04,9.84510845,10.00
921,25.16,14.6,16.04,9.310403047,10.00
922,25.16,14.6,16.04,17.10350517,10.00
923,25.16,14.6,16.04,22.6618097,10.00
924,25.16,14.6,16.04,23.9390008,10.00
925,25.16,14.6,16.04,31.52755188,10.00
926,25.16,29.8,35.01,30.29331324,10.00
927,25.16,29.8,35.01,27.92627044,10.00
928,25.16,29.8,35.01,23.32116821,10.00
929,25.16,29.8,35.01,18.92162764,10.00
930,25.16,29.8,35.01,30.82621669,10.00
931,25.16,29.8,35.01,29.1724157,10.00
932,25.16,29.8,35.01,23.76191397,10.00
933,25.16,29.8,35.01,29.7368037,10.00
934,25.16,29.8,35.01,17.67594466,10.00
935,25.16,29.8,35.01,24.24425862,10.00
936,25.16,29.8,35.01,22.42114604,10.00
937,25.16,29.8,35.01,22.17373188,10.00
938,25.16,29.8,35.01,22.16349086,10.00
939,25.16,29.8,16.04,18.14531754,10.00
940,25.16,29.8,16.04,11.39102224,10.00
941,25.16,29.8,16.04,9.312250384,10.00
942,25.16,29.8,16.04,23.80892359,10.00
943,25.16,29.8,16.04,17.41457567,10.00
944,25.16,29.8,16.04,23.24171567,10.00
945,25.16,29.8,35.01,18.17598665,10.00
946,25.16,29.8,35.01,14.03991349,10.00
947,25.16,29.8,35.01,20.74028036,10.00
948,25.16,29.8,35.01,24.71313225,10.00
949,25.16,29.8,35.01,16.32245214,10.00
950,25.16,29.8,35.01,15.59185236,10.00
951,25.16,29.8,35.01,23.34382484,10.00
952,25.16,29.8,35.01,18.75419975,10.00
953,25.16,29.8,35.01,20.04293977,10.00
954,25.16,29.8,35.01,14.6401853,10.00
955,25.16,29.8,35.01,28.1133906,10.00
956,25.16,29.8,35.01,13.94922902,10.00
957,25.16,29.8,35.01,4.996992281,10.00
958,25.16,29.8,35.01,14.50592954,10.00
959,25.16,29.8,35.01,19.26637232,10.00
960,25.16,14.6,16.04,10.74496173,10.00
961,25.16,14.6,16.04,9.620295395,10.00
962,25.16,14.6,16.04,14.35165154,10.00
963,25.16,14.6,16.04,9.23109135,10.00
964,25.16,14.6,16.04,20.19875808,10.00
965,25.16,14.6,16.04,19.70219863,10.00
966,25.16,14.6,16.04,19.10356876,10.00
967,25.16,14.6,16.04,13.7552963,10.00
968,25.16,14.6,16.04,9.624724785,10.00
969,25.16,14.6,16.04,9.101988813,10.00
970,25.16,14.6,16.04,16.72064162,10.00
971,25.16,14.6,16.04,22.15452299,10.00
972,25.16,14.6,16.04,23.28523893,10.00
973,25.16,14.6,16.04,30.66655056,10.00
974,25.16,29.8,35.01,29.46601835,10.00
975,25.16,29.8,35.01,27.16361828,10.00
976,25.16,29.8,35.01,22.68427904,10.00
977,25.16,29.8,35.01,18.40488767,10.00
978,25.16,29.8,35.01,29.98436848,10.00
979,25.16,29.8,35.01,28.37573195,10.00
980,25.16,29.8,35.01,23.11298825,10.00
981,25.16,29.8,35.01,28.9247068,10.00
982,25.16,29.8,35.01,17.19322365,10.00
983,25.16,29.8,35.01,23.58216032,10.00
984,25.16,29.8,35.01,21.808836,10.00
985,25.16,29.8,35.01,21.5681786,10.00
986,25.16,29.8,35.01,21.55821726,10.00
987,25.16,29.8,16.04,17.6497782,10.00
988,25.16,29.8,16.04,11.07993925,10.00
989,25.16,29.8,16.04,9.057937588,10.00
990,25.16,29.8,16.04,23.15871406,10.00
991,25.16,29.8,16.04,16.93899251,10.00
992,25.16,29.8,16.04,22.60699631,10.00
993,25.16,29.8,35.01,17.67960975,10.00
994,25.16,29.8,35.01,13.65649063,10.00
995,25.16,29.8,35.01,20.17387392,10.00
996,25.16,29.8,35.01,24.03822925,10.00
997,25.16,29.8,35.01,15.87669432,10.00
998,25.16,29.8,35.01,15.16604685,10.00
999,25.16,29.8,35.01,22.70631692,10.00
1000,25.16,29.8,35.01,18.24203214,10.00
1001,25.16,29.8,35.01,19.49557734,10.00
1002,25.16,29.8,35.01,14.24036932,10.00
1003,25.16,29.8,35.01,27.34562828,10.00
1004,25.16,29.8,35.01,13.63697423,10.00
1005,25.16,29.8,35.01,4.885134146,10.00
1006,25.16,29.8,35.01,14.18121296,10.00
1007,25.16,29.8,35.01,18.83509279,10.00
1008,25.16,14.6,16.04,11.25987252,10.00
1009,25.16,14.6,16.04,10.0813109,10.00
1010,25.16,14.6,16.04,15.03939902,10.00
1011,25.16,14.6,16.04,9.673455754,10.00
1012,25.16,14.6,16.04,21.16670556,10.00
1013,25.16,14.6,16.04,20.64635042,10.00
1014,25.16,14.6,16.04,20.01903352,10.00
1015,25.16,14.6,16.04,14.41446575,10.00
1016,25.16,14.6,16.04,10.08595255,10.00
1017,25.16,14.6,16.04,9.538166477,10.00
1018,25.16,14.6,16.04,17.5219138,10.00
1019,25.16,14.6,16.04,23.21619295,10.00
1020,25.16,14.6,16.04,24.65345797,10.00
1021,25.16,14.6,16.04,32.46848863,10.00
1022,25.16,29.8,35.01,31.19741426,10.00
1023,25.16,29.8,35.01,28.7597273,10.00
1024,25.16,29.8,35.01,24.01718624,10.00
1025,25.16,29.8,35.01,19.4863418,10.00
1026,25.16,29.8,35.01,31.74622217,10.00
1027,25.16,29.8,35.01,30.04306364,10.00
1028,25.16,29.8,35.01,24.471086,10.00
1029,25.16,29.8,35.01,30.62429575,10.00
1030,25.16,29.8,35.01,18.20348153,10.00
1031,25.16,29.8,35.01,24.96782619,10.00
1032,25.16,29.8,35.01,23.09030298,10.00
1033,25.16,29.8,35.01,22.83550477,10.00
1034,25.16,29.8,35.01,22.82495812,10.00
1035,25.16,29.8,16.04,18.68686279,10.00
1036,25.16,29.8,16.04,11.7309862,10.00
1037,25.16,29.8,16.04,9.590173601,10.00
1038,25.16,29.8,16.04,24.51949862,10.00
1039,25.16,29.8,16.04,17.934312,10.00
1040,25.16,29.8,16.04,23.93536244,10.00
1041,25.16,29.8,35.01,18.71844722,10.00
1042,25.16,29.8,35.01,14.45893336,10.00
1043,25.16,29.8,35.01,21.35927204,10.00
1044,25.16,29.8,35.01,25.45069331,10.00
1045,25.16,29.8,35.01,16.80959416,10.00
1046,25.16,29.8,35.01,16.0571897,10.00
1047,25.16,29.8,35.01,24.04051904,10.00
1048,25.16,29.8,35.01,19.31391704,10.00
1049,25.16,29.8,35.01,20.64111938,10.00
1050,25.16,29.8,35.01,15.07712022,10.00
1051,25.16,29.8,35.01,28.95243204,10.00
1052,25.16,29.8,35.01,14.29047356,10.00
1053,25.16,29.8,35.01,5.119235334,10.00
1054,25.16,29.8,35.01,14.86079283,10.00
1055,25.16,29.8,35.01,19.73769187,10.00
1056,25.16,14.6,16.04,11.38116665,10.00
1057,25.16,14.6,16.04,10.18990927,10.00
1058,25.16,14.6,16.04,15.20140713,10.00
1059,25.16,14.6,16.04,9.777660606,10.00
1060,25.16,14.6,16.04,21.39471853,10.00
1061,25.16,14.6,16.04,20.868758,10.00
1062,25.16,14.6,16.04,20.23468349,10.00
1063,25.16,14.6,16.04,14.56974193,10.00
1064,25.16,14.6,16.04,10.19460092,10.00
1065,25.16,14.6,16.04,9.640913959,10.00
1066,25.16,14.6,16.04,17.71066418,10.00
1067,25.16,14.6,16.04,23.46628351,10.00
1068,25.16,14.6,16.04,24.97576027,10.00
1069,25.16,14.6,16.04,32.89295925,10.00
1070,25.16,29.8,35.01,31.60526773,10.00
1071,25.16,29.8,35.01,29.13571212,10.00
1072,25.16,29.8,35.01,24.33117035,10.00
1073,25.16,29.8,35.01,19.74109278,10.00
1074,25.16,29.8,35.01,32.16125037,10.00
1075,25.16,29.8,35.01,30.43582592,10.00
1076,25.16,29.8,35.01,24.79100409,10.00
1077,25.16,29.8,35.01,31.02465666,10.00
1078,25.16,29.8,35.01,18.44146128,10.00
1079,25.16,29.8,35.01,25.29423832,10.00
1080,25.16,29.8,35.01,23.39216967,10.00
1081,25.16,29.8,35.01,23.1340404,10.00
1082,25.16,29.8,35.01,23.12335587,10.00
1083,25.16,29.8,16.04,18.93116194,10.00
1084,25.16,29.8,16.04,11.88434902,10.00
1085,25.16,29.8,16.04,9.715548912,10.00
1086,25.16,29.8,16.04,24.84004962,10.00
1087,25.16,29.8,16.04,18.16877282,10.00
1088,25.16,29.8,16.04,24.24827685,10.00
1089,25.16,29.8,35.01,18.96315929,10.00
1090,25.16,29.8,35.01,14.64795947,10.00
1091,25.16,29.8,35.01,21.63850842,10.00
1092,25.16,29.8,35.01,25.78341811,10.00
1093,25.16,29.8,35.01,17.02935119,10.00
1094,25.16,29.8,35.01,16.26711032,10.00
1095,25.16,29.8,35.01,24.3548082,10.00
1096,25.16,29.8,35.01,19.56641386,10.00
1097,25.16,29.8,35.01,20.91096713,10.00
1098,25.16,29.8,35.01,15.27422808,10.00
1099,25.16,29.8,35.01,29.33093616,10.00
1100,25.16,29.8,35.01,14.44441407,10.00
1101,25.16,29.8,35.01,5.174381,10.00
1102,25.16,29.8,35.01,15.02087696,10.00
1103,25.16,29.8,35.01,19.95031116,10.00
1104,25.16,14.6,16.04,11.29990125,10.00
1105,25.16,14.6,16.04,10.11714985,10.00
1106,25.16,14.6,16.04,15.09286391,10.00
1107,25.16,14.6,16.04,9.707844784,10.00
1108,25.16,14.6,16.04,21.24195296,10.00
1109,25.16,14.6,16.04,20.71974797,10.00
1110,25.16,14.6,16.04,20.09020096,10.00
1111,25.16,14.6,16.04,14.46570902,10.00
1112,25.16,14.6,16.04,10.121808,10.00
1113,25.16,14.6,16.04,9.572074555,10.00
1114,25.16,14.6,16.04,17.58420401,10.00
1115,25.16,14.6,16.04,23.29872626,10.00
1116,25.16,14.6,16.04,24.75982215,10.00
1117,25.16,14.6,16.04,32.60856975,10.00
1118,25.16,29.8,35.01,31.3320115,10.00
1119,25.16,29.8,35.01,28.88380744,10.00
1120,25.16,29.8,35.01,24.1208053,10.00
1121,25.16,29.8,35.01,19.57041312,10.00
1122,25.16,29.8,35.01,31.88318716,10.00
1123,25.16,29.8,35.01,30.17268058,10.00
1124,25.16,29.8,35.01,24.57666336,10.00
1125,25.16,29.8,35.01,30.75642034,10.00
